"LIBRARYREFERENCE","FOOTPRINT1","AVAILABILITY","CHECK_PRICES","COMMENT","MF","MP","PACKAGE","PRICE","PURCHASE-URL","SNAPEDA_LINK","VALUE","SHEETPART","DESIGNATOR","DESCRIPTION"
"ESP32-S3-WROOM-1-N8R8","XCVR_ESP32S3WROOM1N8R8","In Stock","https://www.snapeda.com/parts/ESP32-S3-WROOM-1-N8R8/Espressif+Systems/view-part/?ref=eda","*","Espressif Systems","ESP32-S3-WROOM-1-N8R8","None","None","https://pricing.snapeda.com/search?q=ESP32-S3-WROOM-1-N8R8&ref=eda","https://www.snapeda.com/parts/ESP32-S3-WROOM-1-N8R8/Espressif+Systems/view-part/?ref=snap","*","*","U?","Bluetooth, WiFi 802.11b/g/n, Bluetooth v5.0 Transceiver Module 2.4GHz PCB Trace Surface Mount"
